label,text,label_num,text_clean,text_length,word_count
ham,In life when you face choices Just toss a coin not becoz its settle the question But while the coin in the air U will know what your heart is hoping for. Gudni8,0,in life when you face choices just toss a coin not becoz its settle the question but while the coin in the air u will know what your heart is hoping for gudni,160,33
ham,I want to be there so i can kiss you and feel you next to me,0,i want to be there so i can kiss you and feel you next to me,60,16
ham,I am not at all happy with what you saying or doing,0,i am not at all happy with what you saying or doing,51,12
spam,Adult 18 Content Your video will be with you shortly,1,adult content your video will be with you shortly,52,10
ham,"Ok that would b lovely, if u r sure. Think about wot u want to do, drinkin, dancin, eatin, cinema, in, out, about... Up to u! Wot about ? ",0,ok that would b lovely if u r sure think about wot u want to do drinkin dancin eatin cinema in out about up to u wot about,138,29
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother,0,what im saying is if you havent explicitly told nora i know someone im probably just not gonna bother,104,19
ham,Smith waste da.i wanna gayle.,0,smith waste dai wanna gayle,29,5
ham,"Mum, i've sent you many many messages since i got here. I just want to know that you are actually getting them. Do enjoy the rest of your day.",0,mum ive sent you many many messages since i got here i just want to know that you are actually getting them do enjoy the rest of your day,142,29
ham,"Aight, tomorrow around  &lt;#&gt;  it is",0,aight tomorrow around ltgt it is,40,6
spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",1,your chance to be on a reality fantasy show call now just p per min ntt ltd po box croydon cr wb is a national rate call,152,32
ham,I actually did for the first time in a while. I went to bed not too long after i spoke with you. Woke up at 7. How was your night?,0,i actually did for the first time in a while i went to bed not too long after i spoke with you woke up at how was your night,130,30
ham,See you there! ,0,see you there,15,3
ham,I dont understand your message.,0,i dont understand your message,31,5
ham,Crucify is c not s. You should have told me earlier.,0,crucify is c not s you should have told me earlier,52,11
ham,"Idk. You keep saying that you're not, but since he moved, we keep butting heads over freedom vs. responsibility. And i'm tired. I have so much other shit to deal with that i'm barely keeping myself together once this gets added to it.",0,idk you keep saying that youre not but since he moved we keep butting heads over freedom vs responsibility and im tired i have so much other shit to deal with that im barely keeping myself together once this gets added to it,234,43
ham,Fuck cedar key and fuck her (come over anyway tho),0,fuck cedar key and fuck her come over anyway tho,50,10
ham,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,103,22
spam,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",1,hey boys want hot xxx pics sent direct ur phone txt porn to hrs free and then just p per day to stop text stopbcm sf wcnxx,140,29
ham,U still painting ur wall?,0,u still painting ur wall,25,5
ham,Printer is cool. I mean groovy. Wine is groovying,0,printer is cool i mean groovy wine is groovying,49,9
ham,Hi Harish's rent has been transfred to ur Acnt.,0,hi harishs rent has been transfred to ur acnt,47,9
ham,Anything lor is she coming?,0,anything lor is she coming,27,5
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.,0,cbe is really good nowadayslot of shop and showroomscity is shaping good,77,12
ham,Ü still attending da talks?,0,ü still attending da talks,27,5
ham,No probs hon! How u doinat the mo?,0,no probs hon how u doinat the mo,34,8
ham,K I'll take care of it,0,k ill take care of it,22,6
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,0,i take it we didnt have the phone callon friday can we assume we wont have it this year now,95,20
ham,My battery is low babe,0,my battery is low babe,22,5
ham,Shuhui has bought ron's present it's a swatch watch...,0,shuhui has bought rons present its a swatch watch,54,9
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",0,yeah theres quite a bit left ill swing by tomorrow when i get up,67,14
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?,0,babe you said hours and its been almost is your internet down,73,16
ham,K I'll be sure to get up before noon and see what's what,0,k ill be sure to get up before noon and see whats what,56,13
ham,K...k...yesterday i was in cbe .,0,kkyesterday i was in cbe,32,6
ham,Went to ganesh dress shop,0,went to ganesh dress shop,25,5
spam,"pdate_Now - Double mins and 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia & Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/!YHL",1,pdate_now double mins and txts on orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd on or calloptoutyhl,163,24
ham,Ü collecting ur laptop then going to configure da settings izzit?,0,ü collecting ur laptop then going to configure da settings izzit,65,11
ham,"Aight, I should be there by 8 at the latest, probably closer to 7. Are jay and tyler down or should we just do two trips?",0,aight i should be there by at the latest probably closer to are jay and tyler down or should we just do two trips,121,26
ham,Come aftr  &lt;DECIMAL&gt; ..now i m cleaning the house,0,come aftr ltdecimalgt now i m cleaning the house,55,9
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08718720201 PO BOX 114/14 TCR/W1,1,ur cashbalance is currently pounds to maximize ur cashin now send cash to only pmsg cc po box tcrw,139,24
ham,"Bill, as in: Are there any letters for me. i’m expecting one from orange that isn’t a bill but may still say orange on it.",0,bill as in are there any letters for me im expecting one from orange that isnt a bill but may still say orange on it,122,25
ham,Tell me pa. How is pain de.,0,tell me pa how is pain de,27,7
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG,0,hi darlin i hope you had a nice night i wish i had come cant wait to see you love fran ps i want dirty anal sex and i want a man gang bang,141,35
ham,"Ha. You don‘t know either. I did a a clever but simple thing with pears the other day, perfect for christmas.",0,ha you dont know either i did a a clever but simple thing with pears the other day perfect for christmas,109,21
ham,"Helloooo... Wake up..! ""Sweet"" ""morning"" ""welcomes"" ""You"" ""Enjoy"" ""This Day"" ""with full of joy"".. ""GUD MRNG"".",0,helloooo wake up sweet morning welcomes you enjoy this day with full of joy gud mrng,109,16
ham,ALRITE,0,alrite,6,1
ham,Why must we sit around and wait for summer days to celebrate. Such a magical sight when the worlds dressed in white. Oooooh let there be snow.,0,why must we sit around and wait for summer days to celebrate such a magical sight when the worlds dressed in white oooooh let there be snow,142,27
spam,URGENT! Your Mobile number has been awarded with a £2000 prize GUARANTEED. Call 09058094454 from land line. Claim 3030. Valid 12hrs only,1,urgent your mobile number has been awarded with a prize guaranteed call from land line claim valid hrs only,136,22
ham,How do you guys go to see movies on your side.,0,how do you guys go to see movies on your side,46,11
ham,You didn't have to tell me that...now i'm thinking. Plus he's going to stop all your runs,0,you didnt have to tell me thatnow im thinking plus hes going to stop all your runs,89,17
ham,Kindly send some one to our flat before  &lt;DECIMAL&gt;  today.,0,kindly send some one to our flat before ltdecimalgt today,64,10
spam,Sorry! U can not unsubscribe yet. THE MOB offer package has a min term of 54 weeks> pls resubmit request after expiry. Reply THEMOB HELP 4 more info,1,sorry u can not unsubscribe yet the mob offer package has a min term of weeks pls resubmit request after expiry reply themob help more info,148,28
ham,Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...,0,nothing lor a bit bored too then y dun u go home early sleep today,77,16
ham,What time should I tell my friend to be around?,0,what time should i tell my friend to be around,47,10
ham,Yes. that will be fine. Love you. Be safe.,0,yes that will be fine love you be safe,42,9
ham,Thanks chikku..:-) gud nyt:-*,0,thanks chikku gud nyt,29,4
ham,Is xy in ur car when u picking me up?,0,is xy in ur car when u picking me up,37,10
ham,"Thanx 4 the time weve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",0,thanx the time weve spent geva its bin mint ur my baby and all i want is uxxxx,85,19
ham,"Yo, any way we could pick something up tonight?",0,yo any way we could pick something up tonight,47,9
ham,I've not sent it. He can send me.,0,ive not sent it he can send me,33,8
ham,Fine am simply sitting.,0,fine am simply sitting,23,4
ham,Thts god's gift for birds as humans hav some natural gift frm god..,0,thts gods gift for birds as humans hav some natural gift frm god,67,13
ham,Are you coming to day for class.,0,are you coming to day for class,32,7
ham,Im done. Just studyn in library,0,im done just studyn in library,31,6
ham,Ok... U enjoy ur shows...,0,ok u enjoy ur shows,25,5
ham,Anything...,0,anything,11,1
ham,Where wuld I be without my baby? The thought alone mite break me and I dont wanna go crazy but everyboy needs his lady xxxxxxxx,0,where wuld i be without my baby the thought alone mite break me and i dont wanna go crazy but everyboy needs his lady xxxxxxxx,128,25
ham,Wat's my dear doing? Sleeping ah?,0,wats my dear doing sleeping ah,33,6
ham,Hi' Test on  &lt;#&gt; rd ....,0,hi test on ltgt rd,30,6
ham,Only 2% students solved this CAT question in 'xam... 5+3+2= &lt;#&gt;  9+2+4= &lt;#&gt;  8+6+3= &lt;#&gt;  then 7+2+5=????? Tell me the answer if u r brilliant...1thing.i got d answr.,0,only students solved this cat question in xam ltgt ltgt ltgt then tell me the answer if u r brilliantthingi got d answr,183,28
ham,Yo do you know anyone  &lt;#&gt;  or otherwise able to buy liquor? Our guy flaked and right now if we don't get a hold of somebody its just 4 loko all night,0,yo do you know anyone ltgt or otherwise able to buy liquor our guy flaked and right now if we dont get a hold of somebody its just loko all night,156,32
ham,Yup n her fren lor. I'm meeting my fren at 730.,0,yup n her fren lor im meeting my fren at,47,11
ham,"Yeah, we got one lined up for us",0,yeah we got one lined up for us,32,8
ham,"And stop wondering ""wow is she ever going to stop tm'ing me ?!"" because I will tm you whenever I want because you are MINE ... *laughs*",0,and stop wondering wow is she ever going to stop tming me because i will tm you whenever i want because you are mine laughs,135,27
ham,Lol yep did that yesterday. Already got my fireplace. Now its just another icon sitting there for me.,0,lol yep did that yesterday already got my fireplace now its just another icon sitting there for me,101,18
ham,Hey i've booked the pilates and yoga lesson already... Haha,0,hey ive booked the pilates and yoga lesson already haha,59,10
ham,Are you ok. What happen to behave like this,0,are you ok what happen to behave like this,43,9
spam,You have 1 new message. Please call 08712400200.,1,you have new message please call,48,8
ham,My supervisor find 4 me one lor i thk his students. I havent ask her yet. Tell u aft i ask her.,0,my supervisor find me one lor i thk his students i havent ask her yet tell u aft i ask her,95,22
ham,"Hello. No news on job, they are making me wait a fifth week! Yeah im up for some woozles and weasels... In exeter still, but be home about 3. ",0,hello no news on job they are making me wait a fifth week yeah im up for some woozles and weasels in exeter still but be home about,142,29
spam,We currently have a message awaiting your collection. To collect your message just call 08718723815.,1,we currently have a message awaiting your collection to collect your message just call,100,15
ham,"Hey babe, sorry i didn't get sooner. Gary can come and fix it cause he thinks he knows what it is but he doesn't go as far a Ptbo and he says it will cost  &lt;#&gt;  bucks. I don't know if it might be cheaper to find someone there ? We don't have any second hand machines at all right now, let me know what you want to do babe",0,hey babe sorry i didnt get sooner gary can come and fix it cause he thinks he knows what it is but he doesnt go as far a ptbo and he says it will cost ltgt bucks i dont know if it might be cheaper to find someone there we dont have any second hand machines at all right now let me know what you want to do babe,327,70
ham,make that 3! 4 fucks sake?! x,0,make that fucks sake x,29,7
ham,Leave it. U will always be ignorant.,0,leave it u will always be ignorant,36,7
ham,Nope but i'll b going 2 sch on fri quite early lor cos mys sis got paper in da morn :-),0,nope but ill b going sch on fri quite early lor cos mys sis got paper in da morn,87,21
ham,at bruce b downs &amp; fletcher now,0,at bruce b downs amp fletcher now,35,7
ham,Where are you ? You said you would be here when I woke ... :-(,0,where are you you said you would be here when i woke,62,15
ham,Hey now am free you can call me.,0,hey now am free you can call me,32,8
ham,Tell me whos this pls:-),0,tell me whos this pls,24,5
spam,"URGENT! Your mobile was awarded a £1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",1,urgent your mobile was awarded a bonus caller prize on our final attempt contact u call,119,20
ham,"Think i might have to give it a miss. Am teaching til twelve, then have lecture at two. Damn this working thing.",0,think i might have to give it a miss am teaching til twelve then have lecture at two damn this working thing,112,22
ham,Id have to check but there's only like 1 bowls worth left,0,id have to check but theres only like bowls worth left,57,12
ham,Yes there were many sweets,0,yes there were many sweets,26,5
ham,I would but I'm still cozy. And exhausted from last night.nobody went to school or work. Everything is closed.,0,i would but im still cozy and exhausted from last nightnobody went to school or work everything is closed,110,19
ham,Buzzzz! *grins* Did I buzz your ass? Buzz your chest ? Buzz your cock ? Where do you keep your phone ? Is the vibrator on ? Did you feel it shake ?,0,buzzzz grins did i buzz your ass buzz your chest buzz your cock where do you keep your phone is the vibrator on did you feel it shake,147,33
ham,Sir send to group mail check it.,0,sir send to group mail check it,32,7
ham,I'm doing da intro covers energy trends n pros n cons... Brief description of nuclear fusion n oso brief history of iter n jet got abt 7 n half pages..,0,im doing da intro covers energy trends n pros n cons brief description of nuclear fusion n oso brief history of iter n jet got abt n half pages,151,30
ham,NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT,0,nonenowhere ikno doesdiscountshitinnit,40,3
ham,You dont know you jabo me abi.,0,you dont know you jabo me abi,30,7
spam,"Do you ever notice that when you're driving, anyone going slower than you is an idiot and everyone driving faster than you is a maniac?",1,do you ever notice that when youre driving anyone going slower than you is an idiot and everyone driving faster than you is a maniac,135,25
ham,Not yet had..ya sapna aunty manege y'day hogidhe..chinnu full weak and swalpa black agidhane..,0,not yet hadya sapna aunty manege yday hogidhechinnu full weak and swalpa black agidhane,94,14
ham,"Are you being good, baby? :)",0,are you being good baby,28,6
ham,"Mostly sports type..lyk footbl,crckt..",0,mostly sports typelyk footblcrckt,38,4
ham,Ma head dey swell oh. Thanks for making my day,0,ma head dey swell oh thanks for making my day,46,10
ham,U should make a fb list,0,u should make a fb list,23,6
ham,Sary just need Tim in the bollox &it hurt him a lot so he tol me!,0,sary just need tim in the bollox it hurt him a lot so he tol me,65,16
ham,Happy New Year Princess!,0,happy new year princess,24,4
ham,"I'll text carlos and let you know, hang on",0,ill text carlos and let you know hang on,42,9
ham,"Don't worry, * is easy once have ingredients!",0,dont worry is easy once have ingredients,45,8
ham,I love u 2 my little pocy bell I am sorry but I love u,0,i love u my little pocy bell i am sorry but i love u,54,15
ham,"Ok omw now, you at castor?",0,ok omw now you at castor,26,6
ham,Yar lor... Keep raining non stop... Or u wan 2 go elsewhere?,0,yar lor keep raining non stop or u wan go elsewhere,60,12
spam,"Xmas Offer! Latest Motorola, SonyEricsson & Nokia & FREE Bluetooth or DVD! Double Mins & 1000 Txt on Orange. Call MobileUpd8 on 08000839402 or call2optout/4QF2",1,xmas offer latest motorola sonyericsson nokia free bluetooth or dvd double mins txt on orange call mobileupd on or calloptoutqf,159,25
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..,0,what u mean u almost done done wif sleeping but i tot u going to take a nap yup i send her liao so im picking her up at ard smth lor,141,33
ham,"Tonight? Yeah, I'd be down for that",0,tonight yeah id be down for that,35,7
ham,What should i eat fo lunch senor,0,what should i eat fo lunch senor,32,7
ham,"He said that he had a right giggle when he saw u again! You would possibly be the first person2die from NVQ, but think how much you could for! ",0,he said that he had a right giggle when he saw u again you would possibly be the first persondie from nvq but think how much you could for,143,29
ham,No break time one... How... I come out n get my stuff fr ü?,0,no break time one how i come out n get my stuff fr ü,59,14
spam,Reply to win £100 weekly! What professional sport does Tiger Woods play? Send STOP to 87239 to end service,1,reply to win weekly what professional sport does tiger woods play send stop to to end service,106,19
ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz",0,im there and i can see you but you cant see me maybe you should reboot ym i seen the buzz,96,23
ham,Do you still have the grinder?,0,do you still have the grinder,30,6
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1,no polyphonic tone ur mob every week just txt pt to st tone free so get txtin now and tell ur friends ptone reply hl info,147,31
ham,K.i did't see you.:)k:)where are you now?,0,ki didt see youkwhere are you now,41,7
ham,So i'm doing a list of buyers.,0,so im doing a list of buyers,30,7
ham,"No idea, I guess we'll work that out an hour after we're supposed to leave since as usual nobody has any interest in figuring shit out before the last second",0,no idea i guess well work that out an hour after were supposed to leave since as usual nobody has any interest in figuring shit out before the last second,157,30
ham,Mm not entirely sure i understood that text but hey. Ho. Which weekend?,0,mm not entirely sure i understood that text but hey ho which weekend,71,13
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,0,they released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear,112,21
ham,Don know..he is watching film in computer..,0,don knowhe is watching film in computer,43,7
ham,No b4 Thursday,0,no b thursday,14,3
ham,"Oh, then your phone phoned me but it disconnected",0,oh then your phone phoned me but it disconnected,49,9
ham,Id onluy matters when getting on from offcampus,0,id onluy matters when getting on from offcampus,47,8
spam,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,1,this message is free welcome to the new improved sex dogging club to unsubscribe from this service reply stop msgsp only,134,23
ham,"Excellent, I'll see what riley's plans are",0,excellent ill see what rileys plans are,42,7
ham,Ew are you one of them?,0,ew are you one of them,23,6
ham,Also hi wesley how've you been,0,also hi wesley howve you been,30,6
ham,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,0,ah you see you have to be in the lingo i will let you know wot on earth it is when has finished making it,108,25
spam,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,1,update_now mths half price orange line rental minscall mobileupd on or calloptoutjq,110,14
ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),0,imagine life without me see how fast u are searching medont worry lm always there to disturb u goodnoon,119,19
ham,"Hm good morning, headache anyone? :-)",0,hm good morning headache anyone,37,6
ham,Yeah no probs - last night is obviously catching up with you... Speak soon ,0,yeah no probs last night is obviously catching up with you speak soon,75,14
spam,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,1,free unlimited hardcore porn direct your mobile txt porn to get free access for hrs then chrgdp per day txt stop exit this msg is free,152,30
ham,I might go 2 sch. Yar at e salon now v boring.,0,i might go sch yar at e salon now v boring,46,12
ham, &lt;#&gt;  mins but i had to stop somewhere first.,0,ltgt mins but i had to stop somewhere first,51,9
ham,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",0,ltgt is fast approaching so wish u a very happy new year happy sankranti happy republic day happy valentines day happy shivratri happy ugadi happy fools day happy may day happy independence day happy friendshipmotherfatherteacherschildrens day amp happy birthday u happy ganesh festival happy dasara happy diwali happy christmas ltgt good mornings afternoons evenings nights rememberi am the first to wishing u all theseyours raj,461,66
ham,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,0,one of the joys in lifeis waking up each daywith thoughts that somewheresomeone cares enough tosend a warm morning greeting,127,21
ham,I didn't get the second half of that message,0,i didnt get the second half of that message,44,9
ham,Wat time do u wan 2 meet me later?,0,wat time do u wan meet me later,34,9
ham,I thank you so much for all you do with selflessness. I love you plenty.,0,i thank you so much for all you do with selflessness i love you plenty,72,15
ham,Am in film ill call you later.,0,am in film ill call you later,30,7
ham,How dare you change my ring,0,how dare you change my ring,27,6
ham,You are a very very very very bad girl. Or lady.,0,you are a very very very very bad girl or lady,48,11
ham,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,0,i love ya too but try and budget your money better babe gary would freak on me if he knew,90,20
ham,"What part of ""don't initiate"" don't you understand",0,what part of dont initiate dont you understand,50,8
ham,I finished my lunch already. U wake up already?,0,i finished my lunch already u wake up already,47,9
ham,You still at the game?,0,you still at the game,22,5
ham,You have got tallent but you are wasting.,0,you have got tallent but you are wasting,41,8
ham,What is your record for one night? :),0,what is your record for one night,37,8
ham,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.",0,also sir i sent you an email about how to log into the usc payment portal ill send you another message that should explain how things are back home have a great weekend,173,33
ham, gonna let me know cos comes bak from holiday that day.  is coming. Don't4get2text me  number. ,0,gonna let me know cos comes bak from holiday that day is coming dontgettext me number,95,16
ham,Jokin only lar... :-) depends on which phone my father can get lor...,0,jokin only lar depends on which phone my father can get lor,69,13
ham,"Aight, lemme know what's up",0,aight lemme know whats up,27,5
ham,Get ready for  &lt;#&gt;  inches of pleasure...,0,get ready for ltgt inches of pleasure,47,7
ham,;-) ok. I feel like john lennon.,0,ok i feel like john lennon,32,7
ham,Cos darren say ü considering mah so i ask ü...,0,cos darren say ü considering mah so i ask ü,46,10
ham,You are not bothering me but you have to trust my answers. Pls.,0,you are not bothering me but you have to trust my answers pls,63,13
ham,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,0,one day a crab was running on the sea shorethe waves came n cleared the footprints of the crab crab asked being my frnd y r u clearing my beautiful footprints waves replied a fox was following ur footprints to catch you thats y i cleared it off frndsship never lets u dwn gud nyt,295,56
ham,Aight what time you want me to come up?,0,aight what time you want me to come up,39,9
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?,0,slaaaaave where are you must i summon you to me all the time now dont you wish to come to me on your own anymore,120,28
ham,Your bill at 3 is £33.65 so thats not bad!,0,your bill at is so thats not bad,42,10
ham,Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,0,let me know how it changes in the next hrs it can even be appendix but you are out of that age range however its not impossible so just chill and let me know in hrs,169,36
ham,"Hello, yeah i've just got out of the bath and need to do my hair so i'll come up when i'm done, yeah?",0,hello yeah ive just got out of the bath and need to do my hair so ill come up when im done yeah,101,23
ham,So how's the weather over there?,0,so hows the weather over there,32,6
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! ",0,ok not much to do here though hm friday cant wait dunno wot the hell im gonna do for another weeks become a slob oh wait already done that,150,30
ham,Die... Now i have e toot fringe again...,0,die now i have e toot fringe again,40,8
ham,Lol they don't know about my awesome phone. I could click delete right now if I want.,0,lol they dont know about my awesome phone i could click delete right now if i want,85,17
ham,"Awesome question with a cute answer: Someone asked a boy ""how is ur life?"" . . He smiled &amp; answered: . . ""She is fine!"" Gudnite",0,awesome question with a cute answer someone asked a boy how is ur life he smiled amp answered she is fine gudnite,131,26
ham,Please leave this topic..sorry for telling that..,0,please leave this topicsorry for telling that,49,7
ham,Pls send me the correct name da.,0,pls send me the correct name da,32,7
ham,What happened to our yo date?,0,what happened to our yo date,29,6
ham,Webpage s not available!,0,webpage s not available,24,4
ham,Just woke up. Yeesh its late. But I didn't fall asleep til &lt;#&gt; am :/,0,just woke up yeesh its late but i didnt fall asleep til ltgt am,74,15
spam,You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,1,you are now unsubscribed all services get tons of sexy babes or hunks straight to your phone go to no subscriptions,141,22
ham,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details",0,dear all as we know ltgt th is the ltgt th birthday of our loving gopalettan we are planning to give a small gift on that day those who like to participate in that you are welcome please contact our admin team for more details,242,45
ham,K..k...from tomorrow onwards started ah?,0,kkfrom tomorrow onwards started ah,40,5
ham,What u talking bout early morning? It's almost noon where your at!,0,what u talking bout early morning its almost noon where your at,66,12
ham,Fine. Do you remember me.,0,fine do you remember me,25,5
spam,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",1,hi babe its jordan how r u im home from abroad and lonely text me back if u wanna chat xxsp visionsmscom text stop to stopcost p,147,28
ham,Ok. How many should i buy.,0,ok how many should i buy,26,6
ham,"Sounds good, keep me posted",0,sounds good keep me posted,27,5
spam,Get a brand new mobile phone by being an agent of The Mob! Plus loads more goodies! For more info just text MAT to 87021.,1,get a brand new mobile phone by being an agent of the mob plus loads more goodies for more info just text mat to,121,25
ham,Ok. So april. Cant wait,0,ok so april cant wait,23,5
ham,Boy you best get yo ass out here quick,0,boy you best get yo ass out here quick,38,9
ham,Ay wana meet on sat?ü wkg on sat?,0,ay wana meet on satü wkg on sat,33,8
ham,I'm now but have to wait till 2 for the bus to pick me.,0,im now but have to wait till for the bus to pick me,55,14
ham,Apart from the one i told you about yesterday?,0,apart from the one i told you about yesterday,46,9
ham,Ok lor... But buy wat?,0,ok lor but buy wat,22,5
ham,Somebody should go to andros and steal ice,0,somebody should go to andros and steal ice,42,8
ham,Don know. I did't msg him recently.,0,don know i didt msg him recently,35,7
ham,Take us out shopping and Mark will distract Isaiah.=D,0,take us out shopping and mark will distract isaiahd,53,9
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola",0,mum hope you are having a great day hoping this text meets you well and full of life have a great day abiola,112,23
ham,There is no sense in my foot and penis.,0,there is no sense in my foot and penis,39,9
ham,Okay but i thought you were the expert,0,okay but i thought you were the expert,38,8
ham,*deep sigh* ... I miss you :-( ... I am really surprised you haven't gone to the net cafe yet to get to me ... Don't you miss me?,0,deep sigh i miss you i am really surprised you havent gone to the net cafe yet to get to me dont you miss me,129,29
ham,S.s:)i thinl role is like sachin.just standing. Others have to hit.,0,ssi thinl role is like sachinjust standing others have to hit,67,11
ham,Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola,0,have a great trip to india and bring the light to everyone not just with the project but with everyone that is lucky to see you smile bye abiola,147,29
ham,"And very importantly, all we discuss is between u and i only.",0,and very importantly all we discuss is between u and i only,61,12
ham,K..k:)how about your training process?,0,kkhow about your training process,38,5
ham,Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,0,ok lor i ned go toa payoh a while return smth u wan send me there or wat,82,22
ham,In da car park ,0,in da car park,15,4
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...,0,i wish that i was with you holding you tightly making you see how important you are how much you mean to me how much i need you in my life,153,34
ham,So i asked how's anthony. Dad. And your bf,0,so i asked hows anthony dad and your bf,42,9
ham,"'Wnevr i wana fal in luv vth my books, My bed fals in luv vth me..!'' . Yen madodu, nav pretsorginta, nammanna pretsovru important alwa....!!:) Gud eveB-).",0,wnevr i wana fal in luv vth my books my bed fals in luv vth me yen madodu nav pretsorginta nammanna pretsovru important alwa gud eveb,155,27
ham,Am going to take bath ill place the key in window:-),0,am going to take bath ill place the key in window,52,11
spam,LORD OF THE RINGS:RETURN OF THE KING in store NOW!REPLY LOTR by 2 June 4 Chance 2 WIN LOTR soundtrack CDs StdTxtRate. Reply STOP to end txts,1,lord of the ringsreturn of the king in store nowreply lotr by june chance win lotr soundtrack cds stdtxtrate reply stop to end txts,140,27
ham,"Dear, take care. I am just reaching home.love u a lot.",0,dear take care i am just reaching homelove u a lot,54,11
ham,staff.science.nus.edu.sg/~phyhcmk/teaching/pc1323,0,staffsciencenusedusgphyhcmkteachingpc,49,1
ham,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,0,have you emigrated or something ok maybe was a bit hopeful,67,12
